Classifier name;Number of features;Time to train;True positives;True negatives;False positives;False negatives;Accuracy;Precision;Recall;F1-Score
Logisticregression;100;0.021997690200805664;553;1599;326;722;0.6725;0.6291240045506257;0.4337254901960784;0.5134633240482822
SGDClassifier;100;0.028174400329589844;528;1635;290;747;0.6759375;0.6454767726161369;0.41411764705882353;0.504538939321548
LinearSVC;100;0.12699389457702637;589;1575;350;686;0.67625;0.6272630457933972;0.4619607843137255;0.5320686540198736
NuSVCClassifier;100;16.930607080459595;961;1240;685;314;0.6878125;0.5838396111786148;0.7537254901960785;0.657993837726806
SVCClassifier;100;23.141045570373535;32;1915;10;1243;0.6084375;0.7619047619047619;0.025098039215686273;0.048595292331055424
GaussianNB;100;0.05196952819824219;771;1341;584;504;0.66;0.5690036900369003;0.6047058823529412;0.5863117870722434
DecisionTreeClassifier;100;0.3212134838104248;1006;1493;432;269;0.7809375;0.6995827538247567;0.7890196078431373;0.7416144489495023
RandomForestClassifier;100;0.4137747287750244;1002;1533;392;273;0.7921875;0.7187948350071736;0.7858823529411765;0.7508430123641813
AdaBoostClassifier;100;0.7104732990264893;542;1631;294;733;0.6790625;0.6483253588516746;0.4250980392156863;0.5135007105637139
XGBClassifier;100;3.543915033340454;546;1655;270;729;0.6878125;0.6691176470588235;0.42823529411764705;0.5222381635581063
MLPClassifier;100;18.655186414718628;954;1559;366;321;0.7853125;0.7227272727272728;0.7482352941176471;0.7352601156069364
Logisticregression;100;0.025984764099121094;554;1615;304;727;0.6778125;0.6456876456876457;0.43247462919594065;0.5179990649836372
SGDClassifier;100;0.02698373794555664;539;1664;255;742;0.6884375;0.6788413098236776;0.4207650273224044;0.5195180722891567
LinearSVC;100;0.07346796989440918;581;1608;311;700;0.6840625;0.6513452914798207;0.453551912568306;0.5347445927289463
NuSVCClassifier;100;17.12808632850647;919;1259;660;362;0.680625;0.5820139328689043;0.717408274785324;0.6426573426573426
SVCClassifier;100;23.08132243156433;18;1911;8;1263;0.6028125;0.6923076923076923;0.01405152224824356;0.027543993879112473
GaussianNB;100;0.03698420524597168;770;1332;587;511;0.656875;0.5674281503316139;0.6010928961748634;0.5837755875663382
DecisionTreeClassifier;100;0.21823859214782715;946;1462;457;335;0.7525;0.6742694226657163;0.7384855581576893;0.7049180327868853
