Classifier name;Number of features;Time to train;True positives;True negatives;False positives;False negatives;Accuracy;Precision;Recall;F1-Score
Logisticregression;5000;0.12510085105895996;690;1862;122;526;0.7975;0.8497536945812808;0.5674342105263158;0.6804733727810651
SGDClassifier;5000;0.8006658554077148;717;1836;148;499;0.7978125;0.8289017341040462;0.5896381578947368;0.6890917827967323
LinearSVC;5000;0.21388578414916992;818;1792;192;398;0.815625;0.80990099009901;0.6726973684210527;0.7349505840071877
GaussianNB;5000;0.8473703861236572;662;1837;147;554;0.7809375;0.8182941903584673;0.5444078947368421;0.6538271604938272
DecisionTreeClassifier;5000;491.6895475387573;859;1734;250;357;0.8103125;0.7745716862037872;0.7064144736842105;0.7389247311827959
RandomForestClassifier;5000;44.220205307006836;838;1746;238;378;0.8075;0.7788104089219331;0.6891447368421053;0.731239092495637
MLPClassifier;5000;169.13558268547058;859;1740;244;357;0.8121875;0.7787851314596554;0.7064144736842105;0.7408365674859853
Logisticregression;5000;0.11386418342590332;719;1813;132;536;0.79125;0.8448883666274971;0.5729083665338646;0.6828110161443495
SGDClassifier;5000;0.7578468322753906;790;1748;197;465;0.793125;0.8004052684903749;0.6294820717131474;0.7047279214986619
LinearSVC;5000;0.20693659782409668;878;1720;225;377;0.811875;0.7960108794197642;0.699601593625498;0.744698897370653
GaussianNB;5000;0.7458906173706055;698;1790;155;557;0.7775;0.8182883939038686;0.5561752988047809;0.6622390891840607
DecisionTreeClassifier;5000;501.72471165657043;909;1705;240;346;0.816875;0.7911227154046997;0.7243027888446215;0.7562396006655573
RandomForestClassifier;5000;44.93305420875549;896;1702;243;359;0.811875;0.7866549604916594;0.7139442231075698;0.7485380116959065
MLPClassifier;5000;193.20507764816284;927;1698;247;328;0.8203125;0.7896081771720613;0.7386454183266933;0.7632770687525732
Logisticregression;5000;0.1264173984527588;728;1783;127;562;0.7846875;0.8514619883040936;0.5643410852713179;0.6787878787878788
SGDClassifier;5000;0.8070991039276123;737;1804;106;553;0.7940625;0.8742586002372479;0.5713178294573643;0.6910454758556024
LinearSVC;5000;0.22307872772216797;872;1728;182;418;0.8125;0.8273244781783681;0.6759689922480621;0.7440273037542664
GaussianNB;5000;0.8534448146820068;710;1776;134;580;0.776875;0.8412322274881516;0.5503875968992248;0.6654170571696344
DecisionTreeClassifier;5000;495.3443706035614;925;1686;224;365;0.8159375;0.8050478677110531;0.7170542635658915;0.7585075850758507
RandomForestClassifier;5000;44.79349088668823;905;1689;221;385;0.810625;0.8037300177619894;0.7015503875968992;0.7491721854304636
MLPClassifier;5000;179.22274017333984;960;1668;242;330;0.82125;0.7986688851913477;0.7441860465116279;0.7704654895666131
Logisticregression;5000;0.11292862892150879;700;1796;126;578;0.78;0.847457627118644;0.5477308294209703;0.6653992395437264
SGDClassifier;5000;0.7547333240509033;714;1803;119;564;0.7865625;0.8571428571428571;0.5586854460093896;0.6764566556134533
LinearSVC;5000;0.21388936042785645;850;1738;184;428;0.80875;0.8220502901353965;0.6651017214397497;0.7352941176470589
GaussianNB;5000;0.797126293182373;689;1780;142;589;0.7715625;0.8291215403128761;0.5391236306729265;0.6533902323376007
DecisionTreeClassifier;5000;510.6666111946106;908;1676;246;370;0.8075;0.7868284228769498;0.7104851330203443;0.7467105263157895
RandomForestClassifier;5000;44.49337196350098;895;1687;235;383;0.806875;0.7920353982300885;0.7003129890453834;0.7433554817275747
MLPClassifier;5000;177.16497611999512;931;1687;235;347;0.818125;0.7984562607204116;0.7284820031298904;0.7618657937806874
Logisticregression;5000;0.12183618545532227;704;1822;124;550;0.789375;0.8502415458937198;0.5614035087719298;0.6762728146013449
SGDClassifier;5000;0.7550406455993652;798;1706;240;456;0.7825;0.7687861271676301;0.6363636363636364;0.6963350785340313
LinearSVC;5000;0.2147998809814453;830;1757;189;424;0.8084375;0.8145240431795878;0.6618819776714514;0.7303123625164981
GaussianNB;5000;0.7510385513305664;663;1810;136;591;0.7728125;0.8297872340425532;0.5287081339712919;0.6458840720896248
DecisionTreeClassifier;5000;504.3824064731598;874;1727;219;380;0.8128125;0.7996340347666971;0.696969696969697;0.7447805709416276
RandomForestClassifier;5000;44.61713624000549;868;1722;224;386;0.809375;0.7948717948717948;0.6921850079744817;0.7399829497016198
MLPClassifier;5000;202.46756434440613;888;1695;251;366;0.8071875;0.7796312554872695;0.7081339712918661;0.7421646468867531
