Classifier name;Number of features;Time to train;True positives;True negatives;False positives;False negatives;Accuracy;Precision;Recall;F1-Score
Logisticregression;10000;0.3768002986907959;883;1650;320;347;0.7915625;0.7339983374896093;0.7178861788617886;0.7258528565556925
SGDClassifier;10000;1.2632777690887451;786;1767;203;444;0.7978125;0.7947421638018201;0.6390243902439025;0.708427219468229
LinearSVC;10000;0.5171363353729248;1024;1615;355;206;0.8246875;0.7425670775924583;0.832520325203252;0.7849750862399386
GaussianNB;10000;3.511315107345581;1173;772;1198;57;0.6078125;0.4947279628848587;0.9536585365853658;0.6514856984171064
DecisionTreeClassifier;10000;73.78061556816101;1113;1537;433;117;0.828125;0.7199223803363519;0.9048780487804878;0.8018731988472623
RandomForestClassifier;10000;16.52632737159729;1079;1636;334;151;0.8484375;0.7636234961075725;0.8772357723577235;0.8164964055996973
MLPClassifier;10000;1513.7361516952515;1107;1602;368;123;0.8465625;0.7505084745762712;0.9;0.8184842883548984
Logisticregression;10000;0.36093950271606445;919;1668;277;336;0.8084375;0.7683946488294314;0.7322709163346613;0.7498980008159936
SGDClassifier;10000;1.2235796451568604;1000;1618;327;255;0.818125;0.7535795026375283;0.796812749003984;0.774593338497289
LinearSVC;10000;0.4406907558441162;1075;1617;328;180;0.84125;0.7662152530292231;0.8565737051792829;0.8088788562829194
GaussianNB;10000;3.1856491565704346;1190;747;1198;65;0.6053125;0.4983249581239531;0.9482071713147411;0.6533077134230031
DecisionTreeClassifier;10000;78.95991587638855;1172;1481;464;83;0.8290625;0.7163814180929096;0.9338645418326693;0.8107921134555517
RandomForestClassifier;10000;18.1180899143219;1150;1600;345;105;0.859375;0.7692307692307693;0.9163346613545816;0.8363636363636363
MLPClassifier;10000;1494.921671628952;1146;1578;367;109;0.85125;0.7574355584930601;0.9131474103585657;0.8280346820809249
Logisticregression;10000;0.29784345626831055;900;1686;287;327;0.808125;0.7582139848357203;0.7334963325183375;0.7456503728251864
SGDClassifier;10000;1.1783277988433838;799;1778;195;428;0.8053125;0.8038229376257545;0.6511817440912795;0.7194957226474561
LinearSVC;10000;0.43177032470703125;1040;1646;327;187;0.839375;0.7607900512070227;0.8475957620211899;0.8018504240555129
GaussianNB;10000;3.16418719291687;1156;777;1196;71;0.6040625;0.4914965986394558;0.9421352893235534;0.6459905001397038
DecisionTreeClassifier;10000;71.25029492378235;1129;1518;455;98;0.8271875;0.7127525252525253;0.9201303993480032;0.8032728566346496
RandomForestClassifier;10000;16.10679864883423;1089;1639;334;138;0.8525;0.7652846099789178;0.8875305623471883;0.8218867924528301
MLPClassifier;10000;1536.7252068519592;1092;1602;371;135;0.841875;0.7464114832535885;0.8899755501222494;0.8118959107806691
Logisticregression;10000;0.30584239959716797;936;1654;286;324;0.809375;0.7659574468085106;0.7428571428571429;0.7542304593070105
SGDClassifier;10000;1.1993091106414795;999;1596;344;261;0.8109375;0.7438570364854803;0.7928571428571428;0.7675758739915483
LinearSVC;10000;0.41176939010620117;1064;1603;337;196;0.8334375;0.7594575303354747;0.8444444444444444;0.7996993611424278
GaussianNB;10000;3.247143507003784;1188;752;1188;72;0.60625;0.5;0.9428571428571428;0.6534653465346535
DecisionTreeClassifier;10000;72.18872475624084;1138;1448;492;122;0.808125;0.698159509202454;0.9031746031746032;0.7875432525951558
RandomForestClassifier;10000;16.28667974472046;1090;1576;364;170;0.833125;0.749656121045392;0.8650793650793651;0.8032424465733234
MLPClassifier;10000;1509.6566376686096;1139;1522;418;121;0.8315625;0.7315350032113038;0.903968253968254;0.8086616968406106
Logisticregression;10000;0.3607947826385498;927;1628;251;394;0.7984375;0.7869269949066214;0.7017411052233157;0.7418967587034815
SGDClassifier;10000;1.210291862487793;1012;1545;334;309;0.7990625;0.7518573551263001;0.7660862982588947;0.7589051368578927
LinearSVC;10000;0.3927750587463379;1086;1586;293;235;0.835;0.7875271936185642;0.822104466313399;0.8044444444444445
GaussianNB;10000;3.260136365890503;1247;742;1137;74;0.6215625;0.5230704697986577;0.9439818319454958;0.6731443994601889
DecisionTreeClassifier;10000;71.90994071960449;1176;1419;460;145;0.8109375;0.7188264058679706;0.8902346707040121;0.7954007439972945
RandomForestClassifier;10000;16.631510972976685;1147;1586;293;174;0.8540625;0.7965277777777777;0.8682816048448145;0.8308583846432451
MLPClassifier;10000;1365.537676334381;1167;1533;346;154;0.84375;0.7713152676801057;0.8834216502649508;0.8235709244883556
