Classifier name;Number of features;Time to train;True positives;True negatives;False positives;False negatives;Accuracy;Precision;Recall;F1-Score
Logisticregression;39527;1.541626214981079;1076;1821;122;181;0.9053125;0.8981636060100167;0.8560063643595863;0.8765784114052952
SGDClassifier;39527;4.363257646560669;1085;1809;134;172;0.904375;0.8900738310090238;0.8631662688941926;0.8764135702746366
LinearSVC;39527;1.4701786041259766;1096;1804;139;161;0.90625;0.8874493927125506;0.8719172633253779;0.8796147672552168
GaussianNB;39527;16.742510080337524;984;1775;168;273;0.8621875;0.8541666666666666;0.7828162291169452;0.8169364881693649
DecisionTreeClassifier;39527;301.81825733184814;1131;1575;368;126;0.845625;0.7545030020013342;0.8997613365155132;0.8207547169811321
RandomForestClassifier;39527;49.38995099067688;1062;1789;154;195;0.8909375;0.8733552631578947;0.8448687350835322;0.8588758592802265
MLPClassifier;39527;1460.137023448944;1084;1809;134;173;0.9040625;0.8899835796387521;0.862370723945903;0.8759595959595959
Logisticregression;39527;1.129354476928711;1114;1800;149;137;0.910625;0.8820269200316706;0.8904876099120703;0.8862370723945903
SGDClassifier;39527;3.9837427139282227;1126;1780;169;125;0.908125;0.8694980694980695;0.9000799360511591;0.8845247446975648
LinearSVC;39527;1.3292593955993652;1130;1790;159;121;0.9125;0.8766485647788984;0.903277378097522;0.889763779527559
GaussianNB;39527;40.61878561973572;1009;1773;176;242;0.869375;0.8514767932489451;0.806554756195044;0.828407224958949
DecisionTreeClassifier;39527;294.21184611320496;1171;1537;412;80;0.84625;0.7397346809854706;0.9360511590727418;0.826393789696542
RandomForestClassifier;39527;44.39439582824707;1081;1802;147;170;0.9009375;0.8802931596091205;0.8641087130295764;0.8721258572004841
MLPClassifier;39527;1462.6898574829102;1131;1798;151;120;0.9153125;0.8822152886115444;0.9040767386091128;0.8930122384524278
Logisticregression;39527;1.1663691997528076;1091;1787;125;197;0.899375;0.897203947368421;0.8470496894409938;0.8714057507987221
SGDClassifier;39527;3.9997336864471436;1118;1726;186;170;0.88875;0.8573619631901841;0.8680124223602484;0.8626543209876544
LinearSVC;39527;1.3582282066345215;1111;1779;133;177;0.903125;0.8930868167202572;0.8625776397515528;0.8775671406003159
GaussianNB;39527;27.860095262527466;987;1746;166;301;0.8540625;0.8560277536860365;0.7663043478260869;0.8086849651782057
DecisionTreeClassifier;39527;293.4262945652008;1146;1556;356;142;0.844375;0.762982689747004;0.889751552795031;0.821505376344086
RandomForestClassifier;39527;45.56196665763855;1046;1765;147;242;0.8784375;0.8767812238055323;0.812111801242236;0.8432083837162434
MLPClassifier;39527;2378.1823427677155;1102;1767;145;186;0.8965625;0.8837209302325582;0.8555900621118012;0.8694280078895464
Logisticregression;39527;1.1033658981323242;1052;1844;131;173;0.905;0.8892645815722738;0.8587755102040816;0.8737541528239203
SGDClassifier;39527;3.9357521533966064;1032;1875;100;193;0.9084375;0.911660777385159;0.8424489795918367;0.8756894357233772
LinearSVC;39527;1.4421751499176025;1063;1816;159;162;0.8996875;0.869885433715221;0.8677551020408163;0.8688189619942788
GaussianNB;39527;27.85110116004944;959;1815;160;266;0.866875;0.8570151921358355;0.7828571428571428;0.818259385665529
DecisionTreeClassifier;39527;295.39216923713684;1114;1612;363;111;0.851875;0.7542315504400813;0.9093877551020408;0.8245743893412288
RandomForestClassifier;39527;44.56552767753601;1013;1841;134;212;0.891875;0.8831734960767219;0.8269387755102041;0.8541315345699833
MLPClassifier;39527;1790.0012183189392;1065;1796;179;160;0.8940625;0.8561093247588425;0.8693877551020408;0.8626974483596598
Logisticregression;39527;1.1342287063598633;1069;1810;118;203;0.8996875;0.9005897219882055;0.8404088050314465;0.8694591297275315
SGDClassifier;39527;4.035712718963623;1074;1787;141;198;0.8940625;0.8839506172839506;0.8443396226415094;0.8636911942098915
LinearSVC;39527;1.3902056217193604;1075;1802;126;197;0.8990625;0.8950874271440467;0.845125786163522;0.8693894055802669
GaussianNB;39527;18.709306716918945;994;1765;163;278;0.8621875;0.8591184096802075;0.7814465408805031;0.8184438040345823
DecisionTreeClassifier;39527;268.350670337677;1102;1550;378;170;0.82875;0.7445945945945946;0.8663522012578616;0.8008720930232559
RandomForestClassifier;39527;46.99558877944946;1025;1800;128;247;0.8828125;0.8889852558542931;0.8058176100628931;0.8453608247422681
MLPClassifier;39527;1596.4140450954437;1079;1792;136;193;0.8971875;0.8880658436213992;0.8482704402515723;0.8677121029352634
